age,total_view,total_click,total_cart,total_wishlist,click_through_rate,cart_rate,unique_brands,avg_discount,avg_purchase_value,avg_rating,user_total_categories,category_share,wishlist_to_view_ratio,active_engagement_ratio,category_commitment_score,exploration_score,engagement_depth_score,brand_loyalty_score,wishlist_to_cart_ratio,click_engagement_rate,value_per_click,category_breadth_score,rating_concentration,repurchase
24,7,3,0,5,0.4286,0.0,2,19.71,268000,4.0,9,0.043,0.625,0.1875,0.6449999999999999,2.0,1.5,0.0,5.0,0.375,67000.0,3.0,0.172,0
24,8,3,1,9,0.375,0.3333,3,9.44,10870000,3.8,9,0.0621,1.0,0.18181818181818182,1.3041,1.5,2.1,0.25,4.5,0.4444444444444444,2717500.0,2.25,0.23598,1
24,30,11,8,16,0.3667,0.7273,8,20.85,766000,4.0,9,0.1814,0.5161290322580645,0.2878787878787879,11.791,0.8888888888888888,6.5,0.8888888888888888,1.7777777777777777,0.6129032258064516,63833.333333333336,1.0,0.7256,1
25,16,9,7,5,0.5625,0.7778,6,10.76,702000,4.9,2,0.5513,0.29411764705882354,0.42105263157894735,20.3981,0.75,12.333333333333334,1.0,0.625,0.9411764705882353,70200.0,0.2857142857142857,2.7013700000000003,1
25,11,9,3,8,0.8182,0.3333,5,9.1,2452000,4.1,2,0.4487,0.6666666666666666,0.375,13.909699999999999,1.25,10.333333333333334,0.5,2.0,1.0,245200.0,0.3333333333333333,1.8396699999999997,0
20,15,11,5,11,0.7333,0.4545,10,19.83,471000,4.0,9,0.1581,0.6875,0.37209302325581395,6.640199999999999,1.6666666666666667,4.2,0.45454545454545453,1.8333333333333333,1.0,39250.0,0.8181818181818182,0.6324,0
20,40,25,10,17,0.625,0.4,9,7.07,28437000,4.6,9,0.3402,0.4146341463414634,0.3763440860215054,31.2984,0.8181818181818182,9.2,1.0,1.5454545454545454,0.8536585365853658,1093730.7692307692,0.9,1.5649199999999999,1
20,5,1,3,2,0.2,3.0,2,21.57,3232000,4.0,9,0.0584,0.3333333333333333,0.3333333333333333,0.6424,0.5,1.1,1.0,0.5,0.6666666666666666,1616000.0,3.0,0.2336,1
20,9,6,4,6,0.6667,0.6667,4,21.25,438000,4.0,9,0.0893,0.6,0.38461538461538464,2.2325,0.8,2.5,0.8,1.2,1.0,62571.42857142857,1.8,0.3572,0
20,13,9,4,6,0.6923,0.4444,4,17.76,859000,3.8,9,0.134,0.42857142857142855,0.3939393939393939,4.288,0.8,3.2,0.8,1.2,0.9285714285714286,85900.0,1.8,0.5092,1
20,2,1,0,1,0.5,0.0,3,13.31,0,4.0,9,0.0137,0.3333333333333333,0.2,0.0548,3.0,0.4,0.0,1.0,0.3333333333333333,0.0,2.25,0.0548,0
20,12,6,3,3,0.5,0.5,3,8.8,1570000,4.0,9,0.0893,0.23076923076923078,0.36,2.1432,0.75,2.4,0.75,0.75,0.6923076923076923,224285.7142857143,2.25,0.3572,0
20,8,3,0,4,0.375,0.0,2,9.01,194000,4.6,9,0.0619,0.4444444444444444,0.1875,0.9285,2.0,1.5,0.0,4.0,0.3333333333333333,48500.0,3.0,0.28473999999999994,0
20,4,1,1,6,0.25,1.0,2,8.41,21215000,4.0,9,0.055,1.2,0.15384615384615385,0.66,1.0,1.2,0.3333333333333333,3.0,0.4,10607500.0,3.0,0.22,0
25,4,2,3,3,0.5,1.5,5,17.61,481000,4.9,11,0.0269,0.6,0.38461538461538464,0.3228,1.25,1.0,0.5,0.75,1.0,160333.33333333334,1.8333333333333333,0.13181,0
25,42,31,7,15,0.7381,0.2258,6,7.83,2275000,4.3,11,0.2112,0.3488372093023256,0.3958333333333333,20.064,0.75,7.916666666666667,1.0,1.875,0.8837209302325582,71093.75,1.5714285714285714,0.90816,1
25,19,8,5,10,0.4211,0.625,3,9.31,3139000,4.0,11,0.0973,0.5,0.3023255813953488,4.0866,0.5,3.5,1.25,1.6666666666666667,0.65,348777.77777777775,2.75,0.3892,1
25,1,0,2,2,0.0,0.0,1,9.88,0,3.2,11,0.0104,1.0,0.3333333333333333,0.052,0.3333333333333333,0.4166666666666667,1.0,0.6666666666666666,1.0,0.0,5.5,0.03328,0
25,7,5,2,1,0.7143,0.4,1,1.01,284000,4.2,11,0.0455,0.125,0.4375,0.6825,0.3333333333333333,1.25,1.0,0.3333333333333333,0.875,47333.333333333336,5.5,0.1911,1
25,34,23,14,10,0.6765,0.6087,9,19.01,2395000,3.7,11,0.1739,0.2857142857142857,0.45121951219512196,14.0859,0.6,6.75,1.4,0.6666666666666666,1.0571428571428572,99791.66666666667,1.1,0.6434300000000001,0
25,15,11,4,5,0.7333,0.3636,7,9.97,6265000,3.5,11,0.0766,0.3125,0.4166666666666667,2.681,1.4,2.9166666666666665,0.5,1.0,0.9375,522083.3333333333,1.375,0.2681,0
25,18,12,5,5,0.6667,0.4167,3,15.35,154000,4.6,11,0.0932,0.2631578947368421,0.4146341463414634,3.728,0.5,3.3333333333333335,1.25,0.8333333333333334,0.8947368421052632,11846.153846153846,2.75,0.42872,1
25,17,6,2,6,0.3529,0.3333,5,21.75,202000,4.0,11,0.0725,0.3333333333333333,0.25,2.2475,1.6666666666666667,2.5833333333333335,0.3333333333333333,2.0,0.4444444444444444,28857.14285714286,1.8333333333333333,0.29,0
25,38,22,11,15,0.5789,0.5,8,22.31,1385000,4.8,11,0.1843,0.38461538461538464,0.3793103448275862,15.8498,0.6666666666666666,7.166666666666667,1.2222222222222223,1.25,0.8461538461538461,60217.391304347824,1.2222222222222223,0.88464,0
25,0,0,0,3,0.0,0.0,5,21.24,226000,4.8,11,0.0083,3.0,0.0,0.0249,5.0,0.25,0.0,3.0,0.0,226000.0,1.8333333333333333,0.03984,0
20,9,3,0,3,0.3333,0.0,2,6.03,93000,2.2,5,0.1071,0.3,0.1875,1.6065,2.0,2.5,0.0,3.0,0.3,23250.0,1.6666666666666667,0.23562000000000002,0
20,33,14,4,16,0.4242,0.2857,10,21.2,1100000,3.6,5,0.4286,0.47058823529411764,0.2647058823529412,28.716199999999997,2.0,11.166666666666666,0.36363636363636365,3.2,0.5294117647058824,73333.33333333333,0.45454545454545453,1.5429599999999999,1
20,12,6,2,20,0.5,0.3333,9,4.62,1218000,4.0,5,0.2798,1.5384615384615385,0.1951219512195122,11.192,3.0,6.666666666666667,0.2,6.666666666666667,0.6153846153846154,174000.0,0.5,1.1192,1
20,7,2,0,7,0.2857,0.0,3,33.76,153000,3.8,5,0.125,0.875,0.11764705882352941,2.0,3.0,2.6666666666666665,0.0,7.0,0.25,51000.0,1.25,0.475,1
20,4,2,4,0,0.5,2.0,1,18.77,0,3.7,5,0.0595,0.0,0.5454545454545454,0.595,0.2,1.6666666666666667,2.0,0.0,1.2,0.0,2.5,0.22015,0
46,10,7,3,1,0.7,0.4286,8,5.64,2076000,4.9,2,0.4138,0.09090909090909091,0.45454545454545453,8.6898,2.0,7.0,0.3333333333333333,0.25,0.9090909090909091,259500.0,0.2222222222222222,2.02762,0
46,15,6,4,8,0.4,0.6667,3,30.36,668000,4.3,2,0.5862,0.5,0.29411764705882354,19.344600000000003,0.6,11.0,1.0,1.6,0.625,95428.57142857143,0.5,2.5206600000000003,0
31,13,10,2,12,0.7692,0.2,7,14.54,2674000,3.4,11,0.0856,0.8571428571428571,0.3157894736842105,3.1672,2.3333333333333335,3.0833333333333335,0.25,4.0,0.8571428571428571,243090.9090909091,1.375,0.29103999999999997,1
31,45,19,12,14,0.4222,0.6316,7,1.19,44122000,4.9,11,0.1984,0.30434782608695654,0.34065934065934067,17.855999999999998,0.5384615384615384,7.5,1.5,1.0769230769230769,0.6739130434782609,2206100.0,1.375,0.97216,1
31,2,1,0,1,0.5,0.0,3,10.64,6189000,4.0,11,0.0136,0.3333333333333333,0.2,0.0544,3.0,0.3333333333333333,0.0,1.0,0.3333333333333333,3094500.0,2.75,0.0544,0
31,24,19,11,13,0.7917,0.5789,5,5.95,6392000,4.0,11,0.1537,0.52,0.4411764705882353,10.2979,0.4166666666666667,5.583333333333333,1.8333333333333333,1.0833333333333333,1.2,319600.0,1.8333333333333333,0.6148,1
31,5,1,0,5,0.2,0.0,7,13.35,3011000,4.0,11,0.035,0.8333333333333334,0.08333333333333333,0.385,7.0,0.9166666666666666,0.0,5.0,0.16666666666666666,1505500.0,1.375,0.14,1
31,14,8,3,1,0.5714,0.375,5,7.87,81000,4.0,11,0.0642,0.06666666666666667,0.4074074074074074,1.6691999999999998,1.25,2.1666666666666665,0.5,0.25,0.7333333333333333,9000.0,1.8333333333333333,0.2568,1
31,16,7,4,20,0.4375,0.5714,14,15.05,50000,3.2,11,0.1051,1.1764705882352942,0.22916666666666666,4.9397,2.8,3.9166666666666665,0.26666666666666666,4.0,0.6470588235294118,6250.0,0.7333333333333333,0.33632,1
31,0,0,2,2,0.0,0.0,1,2.19,2622000,3.7,11,0.0136,2.0,0.4,0.0544,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,2622000.0,5.5,0.05032,0
31,23,10,8,5,0.4348,0.8,11,23.28,243000,4.0,11,0.1051,0.20833333333333334,0.3829787234042553,4.8346,1.2222222222222223,3.8333333333333335,0.6666666666666666,0.5555555555555556,0.75,22090.909090909092,0.9166666666666666,0.4204,1
31,7,3,4,5,0.4286,1.3333,2,5.95,2592000,3.3,11,0.0409,0.625,0.35,0.7771,0.4,1.5833333333333333,1.3333333333333333,1.0,0.875,648000.0,3.6666666666666665,0.13496999999999998,0
31,34,24,16,9,0.7059,0.6667,6,0.2,1725000,3.5,11,0.1848,0.2571428571428571,0.47619047619047616,15.3384,0.35294117647058826,6.916666666666667,2.2857142857142856,0.5294117647058824,1.1428571428571428,69000.0,1.5714285714285714,0.6467999999999999,1
60,6,2,3,3,0.3333,1.5,3,38.06,0,4.0,5,0.0886,0.42857142857142855,0.3333333333333333,1.2404,0.75,2.3333333333333335,0.75,0.75,0.7142857142857143,0.0,1.25,0.3544,0
60,35,26,8,6,0.7429,0.3077,8,11.57,137000,4.0,5,0.538,0.16666666666666666,0.4473684210526316,40.35,0.8888888888888888,12.5,0.8888888888888888,0.6666666666666666,0.9444444444444444,5074.074074074074,0.5555555555555556,2.152,1
60,3,2,1,3,0.6667,0.5,2,13.31,6701000,3.3,5,0.0696,0.75,0.3,0.6264,1.0,1.5,0.3333333333333333,1.5,0.75,2233666.6666666665,1.6666666666666667,0.22967999999999997,0
60,14,10,4,9,0.7143,0.4,14,7.99,4168000,4.1,5,0.2468,0.6,0.3684210526315789,9.131599999999999,2.8,6.166666666666667,0.26666666666666666,1.8,0.9333333333333333,378909.0909090909,0.3333333333333333,1.01188,0
60,3,2,3,1,0.6667,1.5,4,7.65,0,4.5,5,0.057,0.25,0.5,0.513,1.0,1.5,0.6,0.25,1.25,0.0,1.0,0.2565,0
63,4,3,2,0,0.75,0.6667,4,11.15,0,3.1,9,0.0425,0.0,0.5,0.3825,1.3333333333333333,0.9,0.4,0.0,1.0,0.0,1.8,0.13175,0
63,16,6,2,9,0.375,0.3333,4,19.74,108000,3.5,9,0.1745,0.5294117647058824,0.23529411764705882,5.7585,1.3333333333333333,3.3,0.4,3.0,0.47058823529411764,15428.57142857143,1.8,0.6107499999999999,0
63,3,1,3,3,0.3333,3.0,1,13.44,471000,3.8,9,0.0566,0.75,0.36363636363636365,0.566,0.25,1.0,1.5,0.75,1.0,235500.0,4.5,0.21508,0
63,23,12,8,12,0.5217,0.6667,10,9.1,409000,3.3,9,0.316,0.5,0.35714285714285715,17.38,1.1111111111111112,5.5,0.7272727272727273,1.3333333333333333,0.8333333333333334,31461.53846153846,0.8181818181818182,1.0428,1
63,7,3,1,4,0.4286,0.3333,8,21.0,891000,4.0,9,0.0943,0.5,0.25,1.4144999999999999,4.0,1.5,0.1111111111111111,2.0,0.5,222750.0,1.0,0.3772,1
63,8,3,4,4,0.375,1.3333,4,21.27,2622000,4.9,9,0.0943,0.4444444444444444,0.35,1.7916999999999998,0.8,1.9,0.8,0.8,0.7777777777777778,655500.0,1.8,0.46207000000000004,0
63,2,1,2,2,0.5,2.0,4,0.19,52000,3.1,9,0.0377,0.6666666666666666,0.375,0.26389999999999997,1.3333333333333333,0.7,0.4,0.6666666666666666,1.0,26000.0,1.8,0.11687,0
63,4,3,4,6,0.75,1.3333,3,17.89,5247000,3.8,9,0.0991,1.2,0.3888888888888889,1.6846999999999999,0.6,1.7,1.0,1.2,1.4,1311750.0,2.25,0.37657999999999997,0
63,6,4,4,2,0.6667,1.0,5,6.82,10408000,3.3,9,0.0849,0.2857142857142857,0.47058823529411764,1.3584,1.0,1.6,0.6666666666666666,0.4,1.1428571428571428,2081600.0,1.5,0.28017,0
23,6,4,4,4,0.6667,1.0,2,18.91,507000,4.8,9,0.05,0.5714285714285714,0.42105263157894735,0.9,0.4,1.8,1.3333333333333333,0.8,1.1428571428571428,101400.0,3.0,0.24,0
23,22,17,6,7,0.7727,0.3529,14,28.15,1556000,4.7,9,0.135,0.30434782608695654,0.4339622641509434,7.0200000000000005,2.0,5.2,0.4,1.0,1.0,86444.44444444444,0.6,0.6345000000000001,0
23,5,1,3,3,0.2,3.0,5,2.48,0,4.9,9,0.03,0.5,0.3076923076923077,0.36,1.25,1.2,0.5,0.75,0.6666666666666666,0.0,1.5,0.147,0
23,15,11,7,5,0.7333,0.6364,1,3.1,0,3.2,9,0.095,0.3125,0.46153846153846156,3.61,0.125,3.8,3.5,0.625,1.125,0.0,4.5,0.30400000000000005,0
23,8,5,5,1,0.625,1.0,1,12.67,397000,3.4,9,0.0525,0.1111111111111111,0.5,0.9974999999999999,0.16666666666666666,1.9,2.5,0.16666666666666666,1.1111111111111112,66166.66666666667,4.5,0.1785,0
23,40,23,6,7,0.575,0.2609,3,0.49,84000,3.8,9,0.2025,0.17073170731707318,0.37662337662337664,15.39,0.42857142857142855,7.6,1.5,1.0,0.7073170731707317,3500.0,2.25,0.7695,1
23,42,23,15,20,0.5476,0.6522,8,11.25,1617000,4.8,9,0.26,0.46511627906976744,0.37623762376237624,26.0,0.5,10.0,1.6666666666666667,1.25,0.8837209302325582,67375.0,1.0,1.248,0
23,6,2,0,4,0.3333,0.0,3,13.16,92000,3.7,9,0.035,0.5714285714285714,0.15384615384615385,0.42000000000000004,3.0,1.2,0.0,4.0,0.2857142857142857,30666.666666666668,2.25,0.12950000000000003,0
23,25,10,4,6,0.4,0.4,6,4.21,747000,4.3,9,0.14,0.23076923076923078,0.30434782608695654,6.300000000000001,1.2,4.5,0.5714285714285714,1.2,0.5384615384615384,67909.09090909091,1.2857142857142858,0.602,1
24,41,19,4,16,0.4634,0.2105,9,10.14,1488000,4.0,7,0.1982,0.38095238095238093,0.2839506172839506,15.855999999999998,1.8,10.0,0.4,3.2,0.5476190476190477,74400.0,0.7,0.7928,1
24,14,5,1,7,0.3571,0.2,7,1.21,30000,4.2,7,0.0721,0.4666666666666667,0.21428571428571427,1.9466999999999999,3.5,3.375,0.125,3.5,0.4,5000.0,0.875,0.30282,1
24,44,19,12,13,0.4318,0.6316,14,16.8,3115000,4.2,7,0.2117,0.28888888888888886,0.34831460674157305,18.6296,1.0769230769230769,11.0,0.8,1.0,0.6888888888888889,155750.0,0.4666666666666667,0.88914,1
24,26,15,4,6,0.5769,0.2667,13,5.57,70764000,3.4,7,0.1374,0.2222222222222222,0.36538461538461536,7.0074,2.6,6.375,0.2857142857142857,1.2,0.7037037037037037,4422750.0,0.5,0.46715999999999996,1
24,13,5,3,4,0.3846,0.6,6,5.61,1499000,4.0,7,0.0721,0.2857142857142857,0.3076923076923077,1.8025,1.5,3.125,0.42857142857142855,1.0,0.5714285714285714,249833.33333333334,1.0,0.2884,1
24,14,6,2,9,0.4286,0.3333,8,7.44,6345000,4.0,7,0.0901,0.6,0.25,2.7931,2.6666666666666665,3.875,0.2222222222222222,3.0,0.5333333333333333,906428.5714285715,0.7777777777777778,0.3604,1
24,40,16,11,20,0.4,0.6875,14,8.74,3842000,4.4,7,0.2185,0.4878048780487805,0.3068181818181818,19.0095,1.1666666666666667,10.875,0.7333333333333333,1.6666666666666667,0.6585365853658537,226000.0,0.4666666666666667,0.9614,1
32,7,4,4,1,0.5714,1.0,4,2.33,871000,4.5,4,0.2338,0.125,0.47058823529411764,3.7408,0.8,3.2,0.8,0.2,1.0,174200.0,0.8,1.0521,0
32,9,3,2,4,0.3333,0.6667,5,2.67,280000,4.0,4,0.2727,0.4,0.2631578947368421,4.9086,1.6666666666666667,3.6,0.3333333333333333,1.3333333333333333,0.5,70000.0,0.6666666666666666,1.0908,0
32,11,8,5,7,0.7273,0.625,7,9.29,2455000,4.0,4,0.4286,0.5833333333333334,0.40625,13.2866,1.1666666666666667,6.2,0.625,1.1666666666666667,1.0833333333333333,272777.77777777775,0.5,1.7144,0
32,1,0,0,2,0.0,0.0,4,11.31,5698000,4.1,4,0.0649,1.0,0.0,0.19469999999999998,4.0,0.6,0.0,2.0,0.0,5698000.0,0.8,0.26609,0
43,14,5,1,18,0.3571,0.2,4,17.52,1042000,4.0,14,0.1324,1.2,0.15384615384615385,5.031199999999999,2.0,2.533333333333333,0.2,9.0,0.4,173666.66666666666,2.8,0.5296,1
43,13,5,3,10,0.3846,0.6,7,23.19,506000,4.4,14,0.1127,0.7142857142857143,0.25,3.4937,1.75,2.066666666666667,0.375,2.5,0.5714285714285714,84333.33333333333,1.75,0.49588000000000004,1
43,8,6,4,5,0.75,0.6667,3,8.31,0,4.3,14,0.0648,0.5555555555555556,0.4166666666666667,1.4904,0.6,1.5333333333333334,1.0,1.0,1.1111111111111112,0.0,3.5,0.27864,0
43,2,1,0,2,0.5,0.0,5,0.27,72000,4.4,14,0.0169,0.6666666666666666,0.16666666666666666,0.08449999999999999,5.0,0.3333333333333333,0.0,2.0,0.3333333333333333,36000.0,2.3333333333333335,0.07436,0
43,13,5,4,4,0.3846,0.8,6,5.5,0,4.0,14,0.0732,0.2857142857142857,0.3333333333333333,1.9032,1.2,1.7333333333333334,0.5714285714285714,0.8,0.6428571428571429,0.0,2.0,0.2928,0
43,5,2,1,5,0.4,0.5,2,4.97,371000,4.0,14,0.0563,0.8333333333333334,0.21428571428571427,0.7319,1.0,0.8666666666666667,0.3333333333333333,2.5,0.5,123666.66666666667,4.666666666666667,0.2252,1
43,13,5,1,1,0.3846,0.2,2,4.45,9865000,3.9,14,0.0761,0.07142857142857142,0.2857142857142857,1.522,1.0,1.3333333333333333,0.3333333333333333,0.5,0.42857142857142855,1644166.6666666667,4.666666666666667,0.29679,1
43,12,5,5,13,0.4167,1.0,7,2.78,82000,4.0,14,0.1183,1.0,0.2777777777777778,4.1405,1.1666666666666667,2.3333333333333335,0.625,2.1666666666666665,0.7692307692307693,13666.666666666666,1.75,0.4732,1
43,1,0,2,5,0.0,0.0,4,0.35,0,4.5,14,0.0225,2.5,0.2222222222222222,0.18,1.3333333333333333,0.5333333333333333,0.4,1.6666666666666667,1.0,0.0,2.8,0.10124999999999999,0
43,9,5,1,9,0.5556,0.2,6,5.99,3446000,3.6,14,0.0761,0.9,0.24,1.8264,3.0,1.6,0.14285714285714285,4.5,0.6,574333.3333333334,2.0,0.27396000000000004,0
43,15,10,4,6,0.6667,0.4,6,12.25,5686000,4.7,14,0.107,0.375,0.3888888888888889,3.745,1.2,2.3333333333333335,0.5714285714285714,1.2,0.875,516909.0909090909,2.0,0.5029,0
43,0,0,3,0,0.0,0.0,5,39.74,0,4.0,14,0.0085,0.0,0.75,0.025500000000000002,1.25,0.2,0.5,0.0,3.0,0.0,2.3333333333333335,0.034,0
43,11,7,4,7,0.6364,0.5714,4,16.69,2186000,4.1,14,0.1014,0.5833333333333334,0.36666666666666664,2.9406000000000003,0.8,1.9333333333333333,0.8,1.4,0.9166666666666666,273250.0,2.8,0.41574,1
43,4,2,2,2,0.5,1.0,1,9.08,2257000,4.0,14,0.0338,0.4,0.36363636363636365,0.33799999999999997,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.8,752333.3333333334,7.0,0.1352,0
29,14,11,7,6,0.7857,0.6364,8,24.55,2132000,4.4,11,0.173,0.4,0.46153846153846156,6.574,1.0,3.1666666666666665,0.7777777777777778,0.75,1.2,177666.66666666666,1.2222222222222223,0.7612,1
29,12,4,3,1,0.3333,0.75,1,13.96,261000,4.0,11,0.0796,0.07692307692307693,0.3333333333333333,1.592,0.25,1.6666666666666667,1.5,0.25,0.5384615384615384,52200.0,5.5,0.3184,0
29,6,4,5,4,0.6667,1.25,5,9.97,333000,4.6,11,0.0727,0.5714285714285714,0.45,1.3813,0.8333333333333334,1.5833333333333333,0.8333333333333334,0.6666666666666666,1.2857142857142858,66600.0,1.8333333333333333,0.33442,0
29,11,7,4,1,0.6364,0.5714,5,5.98,254000,4.0,11,0.09,0.08333333333333333,0.4583333333333333,2.07,1.0,1.9166666666666667,0.6666666666666666,0.2,0.9166666666666666,31750.0,1.8333333333333333,0.36,0
29,9,6,3,9,0.6667,0.5,4,6.98,14687000,4.7,11,0.1003,0.9,0.32142857142857145,2.7081,1.0,2.25,0.6,2.25,0.9,2098142.8571428573,2.2,0.47141,0
29,4,2,1,0,0.5,0.5,2,14.41,266000,4.0,11,0.0346,0.0,0.375,0.2422,1.0,0.5833333333333334,0.3333333333333333,0.0,0.6,88666.66666666667,3.6666666666666665,0.1384,0
29,5,2,2,3,0.4,1.0,1,5.34,0,4.0,11,0.0415,0.5,0.3076923076923077,0.498,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.0,5.5,0.166,0
29,7,5,4,3,0.7143,0.8,2,23.32,342000,4.0,11,0.0727,0.375,0.45,1.3813,0.4,1.5833333333333333,1.3333333333333333,0.6,1.125,57000.0,3.6666666666666665,0.2908,0
29,15,9,4,7,0.6,0.4444,3,13.42,0,4.1,11,0.1211,0.4375,0.3611111111111111,4.2385,0.6,2.9166666666666665,1.0,1.4,0.8125,0.0,2.75,0.49650999999999995,0
29,15,6,5,8,0.4,0.8333,3,4.01,1746000,3.2,11,0.1419,0.5,0.3142857142857143,4.8246,0.5,2.8333333333333335,1.25,1.3333333333333333,0.6875,249428.57142857142,2.75,0.45408000000000004,1
29,8,4,3,5,0.5,0.75,2,5.35,7025000,3.9,11,0.0727,0.5555555555555556,0.3333333333333333,1.454,0.5,1.6666666666666667,1.0,1.25,0.7777777777777778,1405000.0,3.6666666666666665,0.28353,0
26,18,6,2,2,0.3333,0.3333,6,25.58,1659000,3.4,7,0.1323,0.10526315789473684,0.27586206896551724,3.7044,2.0,3.5,0.2857142857142857,0.6666666666666666,0.42105263157894735,237000.0,1.0,0.44982,1
26,8,3,2,0,0.375,0.6667,5,5.25,3307000,2.7,7,0.0623,0.0,0.35714285714285715,0.8099000000000001,1.6666666666666667,1.625,0.3333333333333333,0.0,0.5555555555555556,826750.0,1.1666666666666667,0.16821000000000003,0
26,13,6,5,7,0.4615,0.8333,7,7.99,219000,3.9,7,0.1401,0.5,0.34375,4.3431,1.1666666666666667,3.875,0.625,1.1666666666666667,0.7857142857142857,31285.714285714286,0.875,0.54639,1
26,1,0,0,2,0.0,0.0,1,24.11,0,4.7,7,0.0117,1.0,0.0,0.0351,1.0,0.375,0.0,2.0,0.0,0.0,3.5,0.054990000000000004,0
26,39,24,6,6,0.6154,0.25,14,35.04,2621000,4.0,7,0.3191,0.15,0.39473684210526316,23.9325,2.0,9.375,0.4,0.8571428571428571,0.75,104840.0,0.4666666666666667,1.2764,1
26,16,13,8,5,0.8125,0.6154,5,13.75,179000,3.3,7,0.1751,0.29411764705882354,0.4883720930232558,7.3542000000000005,0.5555555555555556,5.25,1.3333333333333333,0.5555555555555556,1.2352941176470589,12785.714285714286,1.1666666666666667,0.57783,0
26,17,11,4,9,0.6471,0.3636,6,9.22,0,4.6,7,0.1595,0.5,0.35714285714285715,6.5395,1.2,5.125,0.5714285714285714,1.8,0.8333333333333334,0.0,1.0,0.7336999999999999,0
20,4,2,3,7,0.5,1.5,4,7.75,74000,3.8,4,0.1593,1.4,0.29411764705882354,2.5488,1.0,3.2,0.6,1.75,1.0,24666.666666666668,0.8,0.60534,0
20,10,6,1,8,0.6,0.1667,4,16.2,194000,2.8,4,0.2301,0.7272727272727273,0.2692307692307692,5.7525,2.0,5.0,0.2,4.0,0.6363636363636364,27714.285714285714,0.8,0.64428,0
20,12,7,5,12,0.5833,0.7143,9,11.36,1221000,4.0,4,0.3894,0.9230769230769231,0.32432432432432434,14.018400000000002,1.5,7.2,0.5,2.0,0.9230769230769231,152625.0,0.4,1.5576,1
20,6,2,2,9,0.3333,1.0,5,17.76,2018000,4.1,4,0.2212,1.2857142857142858,0.2,4.2028,1.6666666666666667,3.8,0.3333333333333333,3.0,0.5714285714285714,672666.6666666666,0.6666666666666666,0.90692,1
58,18,11,7,8,0.6111,0.6364,5,5.21,130000,4.0,5,0.3923,0.42105263157894735,0.4,17.2612,0.625,7.333333333333333,1.1666666666666667,1.0,0.9473684210526315,10833.333333333334,0.8333333333333334,1.5692,1
58,6,2,3,3,0.3333,1.5,3,15.31,441000,4.0,5,0.1231,0.42857142857142855,0.3333333333333333,1.7234,0.75,2.3333333333333335,0.75,0.75,0.7142857142857143,147000.0,1.25,0.4924,0
58,5,2,1,4,0.4,0.5,5,12.9,0,1.6,5,0.0923,0.6666666666666666,0.23076923076923078,1.1076,2.5,2.0,0.16666666666666666,2.0,0.5,0.0,0.8333333333333334,0.14768,0
58,13,4,1,7,0.3077,0.25,7,0.59,960000,4.0,5,0.2077,0.5,0.19230769230769232,5.1925,3.5,4.166666666666667,0.125,3.5,0.35714285714285715,192000.0,0.625,0.8308,0
58,11,8,2,2,0.7273,0.25,5,16.62,370000,4.1,5,0.1846,0.16666666666666666,0.4166666666666667,4.2458,1.6666666666666667,3.8333333333333335,0.3333333333333333,0.6666666666666666,0.8333333333333334,41111.11111111111,0.8333333333333334,0.7568599999999999,0
29,7,2,1,0,0.2857,0.5,3,23.18,0,4.0,9,0.0488,0.0,0.2727272727272727,0.48800000000000004,1.5,1.0,0.25,0.0,0.375,0.0,2.25,0.1952,0
29,0,0,2,0,0.0,0.0,2,12.98,1342000,3.6,9,0.0244,0.0,0.6666666666666666,0.0488,0.6666666666666666,0.2,0.6666666666666666,0.0,2.0,1342000.0,3.0,0.08784,0
29,7,3,0,7,0.4286,0.0,5,20.02,767000,3.5,9,0.0878,0.875,0.16666666666666666,1.4926000000000001,5.0,1.7,0.0,7.0,0.375,191750.0,1.5,0.3073,0
29,25,15,6,9,0.6,0.4,5,8.3,166000,4.2,9,0.3268,0.34615384615384615,0.375,17.974,0.7142857142857143,5.5,1.0,1.2857142857142858,0.8076923076923077,10375.0,1.5,1.37256,1
29,0,0,2,4,0.0,0.0,3,17.3,70000,4.0,9,0.039,4.0,0.2857142857142857,0.23399999999999999,1.0,0.6,0.5,1.3333333333333333,2.0,70000.0,2.25,0.156,0
29,10,4,2,7,0.4,0.5,6,2.02,524000,2.9,9,0.1415,0.6363636363636364,0.25,3.2544999999999997,2.0,2.3,0.2857142857142857,2.3333333333333335,0.5454545454545454,104800.0,1.2857142857142858,0.41034999999999994,1
29,6,2,3,5,0.3333,1.5,6,5.39,5399000,3.8,9,0.0829,0.7142857142857143,0.29411764705882354,1.3264,1.5,1.6,0.42857142857142855,1.25,0.7142857142857143,1799666.6666666667,1.2857142857142858,0.31501999999999997,0
29,7,4,1,0,0.5714,0.25,2,27.73,3925000,3.6,9,0.0683,0.0,0.38461538461538464,0.8196,1.0,1.2,0.3333333333333333,0.0,0.625,785000.0,3.0,0.24588000000000002,0
29,14,8,3,7,0.5714,0.375,3,20.3,204000,4.0,9,0.1805,0.4666666666666667,0.3333333333333333,5.776,0.75,3.2,0.75,1.75,0.7333333333333333,22666.666666666668,2.25,0.722,1
