age,total_view,total_click,total_cart,total_wishlist,click_through_rate,cart_rate,unique_brands,avg_discount,avg_purchase_value,avg_rating,user_total_categories,category_share,repurchase
24,15,5,5,15,0.3333,1.0,6,26.11,2821000,3.2,9,0.1847,1
24,6,2,2,2,0.3333,1.0,3,3.31,3534000,4.2,9,0.0763,1
24,1,0,1,2,0.0,0.0,4,7.31,5096000,4.2,9,0.0201,0
24,11,9,5,4,0.8182,0.5556,4,9.97,1267000,4.0,9,0.1205,0
24,13,9,4,7,0.6923,0.4444,6,15.48,1953000,4.0,9,0.1526,1
24,7,4,1,1,0.5714,0.25,1,6.38,1641000,4.0,9,0.0643,0
19,15,7,7,7,0.4667,1.0,8,12.33,11418000,4.0,4,0.3388,1
19,12,6,6,4,0.5,1.0,8,13.21,0,4.0,4,0.2314,0
19,11,8,5,4,0.7273,0.625,1,17.35,38000,4.0,4,0.2893,1
19,6,4,2,5,0.6667,0.5,5,0.91,0,4.0,4,0.1405,0
27,4,1,1,1,0.25,1.0,4,19.36,1678000,4.0,7,0.0439,0
27,5,4,1,0,0.8,0.25,4,2.19,0,4.0,7,0.0439,0
27,8,2,2,0,0.25,1.0,5,8.4,0,4.0,7,0.0526,0
27,43,29,12,20,0.6744,0.4138,3,11.8,491000,4.0,7,0.4649,0
27,14,7,4,4,0.5,0.5714,8,20.36,594000,4.0,7,0.1579,1
27,2,1,2,5,0.5,2.0,3,11.99,497000,3.7,7,0.0526,0
27,15,5,3,9,0.3333,0.6,14,15.95,1976000,4.0,7,0.1842,1
51,4,1,2,3,0.25,2.0,1,17.16,0,4.7,4,0.101,0
51,15,7,7,4,0.4667,1.0,2,24.83,512000,2.9,4,0.3838,1
51,7,4,1,2,0.5714,0.25,1,11.58,203000,3.2,4,0.1515,0
51,15,8,5,6,0.5333,0.625,1,10.93,8949000,4.0,4,0.3636,0
28,17,6,5,11,0.3529,0.8333,4,7.49,233000,4.0,4,0.2544,0
28,0,0,3,1,0.0,0.0,1,13.92,2962000,4.0,4,0.0414,0
28,37,18,10,16,0.4865,0.5556,3,9.23,92000,3.2,4,0.5207,1
28,11,5,4,9,0.4545,0.8,6,6.25,270000,3.7,4,0.1834,0
42,8,6,4,8,0.75,0.6667,7,4.48,347000,4.3,2,0.5636,1
42,6,4,1,8,0.6667,0.25,7,12.43,276000,4.0,2,0.4364,1
22,5,2,3,4,0.4,1.5,8,15.31,1454000,4.0,6,0.1154,1
22,17,9,4,4,0.5294,0.4444,8,17.54,3910000,3.3,6,0.2143,1
22,6,2,2,7,0.3333,1.0,6,0.79,931000,5.0,6,0.1264,1
22,14,6,3,19,0.4286,0.5,5,22.33,1544000,3.9,6,0.2912,1
22,18,12,5,1,0.6667,0.4167,8,11.41,575000,4.8,6,0.2253,1
22,1,0,3,0,0.0,0.0,1,9.47,2172000,2.7,6,0.0275,0
22,4,2,3,2,0.5,1.5,2,11.93,1097000,2.6,1,1.0,0
43,5,4,2,5,0.8,0.5,4,4.52,0,4.0,9,0.0455,0
43,12,7,3,2,0.5833,0.4286,3,11.41,835000,4.0,9,0.0767,0
43,9,3,3,7,0.3333,1.0,7,14.52,3564000,4.5,9,0.0682,0
43,4,1,3,3,0.25,3.0,5,1.49,5629000,4.0,9,0.0369,0
43,14,7,5,9,0.5,0.7143,7,6.06,1892000,4.0,9,0.1165,1
43,27,22,11,17,0.8148,0.5,13,32.04,246000,2.1,9,0.2443,1
43,33,26,16,9,0.7879,0.6154,5,9.42,1221000,4.0,9,0.2557,1
43,4,1,1,1,0.25,1.0,7,5.72,655000,4.8,9,0.0398,1
43,17,7,5,9,0.4118,0.7143,6,9.94,252000,4.1,9,0.1165,0
40,0,0,2,5,0.0,0.0,1,8.65,0,4.1,14,0.0197,0
40,9,6,5,3,0.6667,0.8333,7,13.46,1005000,4.0,14,0.0845,1
40,8,5,4,4,0.625,0.8,4,15.94,2967000,4.0,14,0.062,0
40,9,7,5,6,0.7778,0.7143,6,13.19,522000,3.8,14,0.0901,1
40,2,1,0,2,0.5,0.0,4,19.2,1334000,3.8,14,0.0225,0
40,36,23,14,11,0.6389,0.6087,3,5.12,74926000,4.5,14,0.2592,1
40,15,11,8,3,0.7333,0.7273,7,12.53,13667000,3.5,14,0.107,0
40,16,11,6,5,0.6875,0.5455,6,7.58,37000,3.1,14,0.1211,1
40,4,2,0,4,0.5,0.0,2,19.25,464000,4.2,14,0.0366,0
40,1,0,1,3,0.0,0.0,1,26.53,2666000,3.8,14,0.0225,0
40,15,6,4,6,0.4,0.6667,7,19.02,9369000,4.8,14,0.1014,1
40,5,1,3,0,0.2,3.0,4,0.04,62000,4.7,14,0.0282,0
40,4,3,0,0,0.75,0.0,5,27.97,0,3.9,14,0.0197,0
40,2,1,0,5,0.5,0.0,4,3.55,216000,4.5,14,0.0254,0
23,17,11,5,4,0.6471,0.4545,1,3.45,642000,4.0,8,0.1575,0
23,17,8,7,9,0.4706,0.875,1,5.41,217000,4.0,8,0.185,1
23,0,0,1,1,0.0,0.0,3,20.48,467000,3.4,8,0.0118,0
23,19,10,5,10,0.5263,0.5,7,11.97,1049000,3.0,8,0.189,0
23,0,0,1,1,0.0,0.0,3,4.69,0,2.9,8,0.0079,0
23,18,10,7,7,0.5556,0.7,13,11.82,310000,3.5,8,0.1811,0
23,11,9,6,5,0.8182,0.6667,1,0.37,16956000,4.0,8,0.1457,1
23,14,8,4,5,0.5714,0.5,2,6.82,0,4.0,8,0.122,0
33,7,3,3,1,0.4286,1.0,5,10.82,0,3.5,12,0.0303,0
33,8,4,2,6,0.5,0.5,6,9.96,451000,4.0,12,0.0541,1
33,4,2,2,4,0.5,1.0,5,23.51,112000,2.5,12,0.0303,0
33,42,33,10,16,0.7857,0.303,5,21.83,6941000,4.2,12,0.2229,0
33,5,2,2,3,0.4,1.0,8,9.4,1477000,3.2,12,0.039,1
33,3,2,0,3,0.6667,0.0,4,8.72,780000,3.9,12,0.0216,0
33,37,20,9,18,0.5405,0.45,10,25.35,1255000,4.4,12,0.1883,0
33,18,9,6,3,0.5,0.6667,7,25.81,0,4.3,12,0.0779,0
33,2,0,0,5,0.0,0.0,1,7.53,24112000,4.6,12,0.0173,0
33,16,8,4,20,0.5,0.5,4,8.34,518000,4.0,12,0.1299,1
33,15,7,3,16,0.4667,0.4286,4,7.25,297000,3.8,12,0.1017,1
33,12,9,8,5,0.75,0.8889,13,21.45,372000,4.6,12,0.0866,1
21,23,17,13,20,0.7391,0.7647,7,9.4,2091000,3.5,4,0.623,0
21,8,4,3,3,0.5,0.75,4,0.01,0,4.5,4,0.1475,0
21,6,3,0,1,0.5,0.0,4,11.1,0,4.0,4,0.082,0
21,8,3,2,2,0.375,0.6667,5,8.19,2453000,4.1,4,0.1475,0
29,1,0,3,4,0.0,0.0,1,2.48,0,4.1,2,0.2286,0
29,11,4,4,6,0.3636,1.0,1,13.38,4697000,4.0,2,0.7714,0
23,21,11,2,17,0.5238,0.1818,9,0.73,7435000,4.2,12,0.1622,1
23,12,9,5,6,0.75,0.5556,3,21.76,5536000,3.0,12,0.1054,1
23,6,2,1,5,0.3333,0.5,4,3.02,659000,4.7,12,0.0459,0
23,13,7,4,12,0.5385,0.5714,12,10.61,217000,4.0,12,0.1297,1
23,10,8,4,9,0.8,0.5,3,26.27,428000,4.0,12,0.1027,1
23,3,1,2,1,0.3333,2.0,5,14.24,457000,4.4,12,0.027,0
23,17,14,7,1,0.8235,0.5,6,13.47,5528000,4.5,12,0.1243,1
23,3,1,1,1,0.3333,1.0,2,4.9,70000,4.2,12,0.0216,0
23,5,2,1,0,0.4,0.5,2,6.9,15147000,4.0,12,0.0243,0
23,0,0,1,5,0.0,0.0,5,13.13,401000,4.6,12,0.0216,0
23,35,13,5,6,0.3714,0.3846,10,13.85,1940000,4.5,12,0.1676,0
23,10,7,5,3,0.7,0.7143,2,19.91,0,4.0,12,0.0676,0
22,13,5,2,9,0.3846,0.4,4,8.26,1610000,3.6,13,0.0823,0
22,11,7,4,1,0.6364,0.5714,8,4.96,15414000,4.6,13,0.0673,0
22,4,1,0,3,0.25,0.0,4,10.18,0,2.4,13,0.02,0
22,10,4,5,2,0.4,1.25,3,6.85,7252000,3.2,13,0.0648,1
22,19,15,8,5,0.7895,0.5333,11,1.73,95000,4.0,13,0.1446,1
22,24,12,7,9,0.5,0.5833,3,13.13,1872000,4.0,13,0.1521,1
22,4,1,0,0,0.25,0.0,3,12.57,1138000,3.4,13,0.02,0
22,9,5,4,2,0.5556,0.8,6,9.98,0,4.7,13,0.0499,0
22,4,1,3,9,0.25,3.0,5,28.97,1556000,4.0,13,0.0599,1
22,5,4,2,3,0.8,0.5,1,13.65,108000,4.9,13,0.0424,0
22,33,16,11,4,0.4848,0.6875,4,17.88,533000,4.0,13,0.1671,0
22,15,7,3,8,0.4667,0.4286,5,3.25,671000,3.8,13,0.0898,0
22,6,3,1,5,0.5,0.3333,4,16.41,982000,4.0,13,0.0399,0
36,8,4,2,4,0.5,0.5,2,13.45,2206000,4.8,9,0.0933,0
36,2,1,3,1,0.5,3.0,5,5.3,962000,4.9,9,0.0356,0
36,6,3,3,5,0.5,1.0,2,10.59,1680000,4.0,9,0.0844,0
36,9,3,0,8,0.3333,0.0,7,8.38,840000,2.8,9,0.1156,1
36,2,1,0,0,0.5,0.0,5,38.52,2852000,3.9,9,0.0267,0
36,11,5,2,5,0.4545,0.4,5,6.06,4140000,4.2,9,0.1067,0
36,4,3,4,1,0.75,1.3333,8,17.94,0,4.0,9,0.0533,0
36,0,0,1,5,0.0,0.0,5,7.68,0,3.3,9,0.0267,0
36,38,30,11,13,0.7895,0.3667,3,2.98,61000,4.5,9,0.4578,1
30,1,0,3,0,0.0,0.0,4,6.61,542000,4.4,2,0.3846,0
30,4,1,0,2,0.25,0.0,4,21.54,375000,3.8,2,0.6154,0
56,2,0,2,4,0.0,0.0,4,18.58,534000,4.2,8,0.0481,0
56,11,9,4,8,0.8182,0.4444,3,3.56,28937000,4.7,8,0.2086,1
56,6,3,3,3,0.5,1.0,3,15.0,1744000,4.0,8,0.0963,0
56,15,9,4,3,0.6,0.4444,2,10.1,2347000,4.5,8,0.1818,0
56,6,4,4,1,0.6667,1.0,1,4.62,0,4.7,8,0.0802,0
56,10,5,3,3,0.5,0.6,8,8.96,120000,3.3,8,0.1283,0
56,0,0,2,5,0.0,0.0,2,23.33,3780000,4.1,8,0.0481,0
56,13,10,5,5,0.7692,0.5,2,17.07,61000,3.6,8,0.2086,1
27,6,3,0,8,0.5,0.0,1,17.95,6087000,3.2,6,0.184,1
27,9,7,2,2,0.7778,0.2857,3,5.33,22293000,4.8,6,0.192,0
27,1,0,0,1,0.0,0.0,5,9.54,0,4.0,6,0.016,0
27,12,6,2,3,0.5,0.3333,6,2.19,7582000,4.1,6,0.192,0
27,17,6,5,1,0.3529,0.8333,4,5.59,827000,3.9,6,0.288,1
27,5,3,4,4,0.6,1.3333,8,13.31,0,3.9,6,0.128,0
36,6,2,0,3,0.3333,0.0,4,9.74,15562000,3.4,12,0.0384,0
36,10,7,6,4,0.7,0.8571,1,19.25,0,4.0,12,0.074,0
36,1,0,1,0,0.0,0.0,4,12.83,1091000,3.9,12,0.0137,0
36,4,2,1,1,0.5,0.5,2,13.67,0,3.6,12,0.0219,0
36,4,2,2,2,0.5,1.0,5,1.3,125000,3.9,12,0.0301,0
36,19,10,5,8,0.5263,0.5,3,21.88,730000,4.0,12,0.1452,1
36,4,1,1,1,0.25,1.0,1,1.5,1070000,4.6,12,0.0219,0
36,2,1,1,5,0.5,1.0,2,19.22,0,4.0,12,0.0247,0
36,33,22,7,11,0.6667,0.3182,7,23.93,610000,3.6,12,0.2137,1
36,30,13,9,15,0.4333,0.6923,10,17.33,2455000,4.0,12,0.2164,1
36,15,9,5,5,0.6,0.5556,3,9.55,10093000,4.3,12,0.1014,0
36,12,10,9,4,0.8333,0.9,8,3.86,2810000,4.8,12,0.0986,0
64,14,9,8,5,0.6429,0.8889,5,11.76,643000,4.4,13,0.099,1
64,1,0,2,0,0.0,0.0,2,7.18,8898000,4.4,13,0.0121,0
64,34,25,11,18,0.7353,0.44,5,17.49,15445000,4.0,13,0.2198,0
64,9,4,5,9,0.4444,1.25,6,5.77,497000,4.1,13,0.07,0
64,11,3,4,5,0.2727,1.3333,5,26.4,632000,4.0,13,0.0725,1
64,6,2,3,8,0.3333,1.5,3,5.82,1564000,3.1,13,0.0507,0
64,11,9,5,7,0.8182,0.5556,4,14.65,65000,4.5,13,0.0797,0
64,16,11,7,1,0.6875,0.6364,1,38.74,0,3.6,13,0.0845,0
64,8,3,3,4,0.375,1.0,7,0.08,191000,4.3,13,0.0556,1
64,8,6,5,2,0.75,0.8333,5,9.66,126000,4.0,13,0.0556,0
64,1,0,0,5,0.0,0.0,3,22.63,0,4.8,13,0.0145,0
64,6,3,3,2,0.5,1.0,5,5.68,19000000,4.0,13,0.0386,0
64,17,9,6,19,0.5294,0.6667,10,1.22,5065000,4.3,13,0.1473,1
44,1,0,1,2,0.0,0.0,2,5.33,0,3.4,3,0.093,0
44,5,3,1,0,0.6,0.3333,1,2.24,0,4.0,3,0.2093,0
44,11,5,4,4,0.4545,0.8,5,9.46,370000,3.3,3,0.6977,1
26,7,3,3,4,0.4286,1.0,6,20.87,0,3.3,4,0.0885,0
26,6,2,0,1,0.3333,0.0,5,1.1,0,3.1,4,0.0469,0
26,44,18,8,16,0.4091,0.4444,8,6.78,9377000,3.4,4,0.4948,1
26,27,13,9,12,0.4815,0.6923,11,12.29,3317000,4.0,4,0.3698,1
55,18,6,1,2,0.3333,0.1667,1,11.29,3775000,4.5,14,0.0615,0
55,7,2,3,4,0.2857,1.5,2,20.98,316000,3.8,14,0.0418,0
55,12,7,3,7,0.5833,0.4286,2,15.09,2831000,4.0,14,0.0681,0
55,4,3,2,7,0.75,0.6667,4,15.38,92000,2.8,14,0.0374,0
55,6,2,2,3,0.3333,1.0,4,24.81,0,4.0,14,0.0286,0
55,6,3,3,0,0.5,1.0,4,12.88,380000,4.5,14,0.0286,0
55,8,4,4,9,0.5,1.0,6,3.46,1120000,4.1,14,0.0615,0
55,7,3,2,3,0.4286,0.6667,3,11.59,415000,3.7,14,0.0418,0
55,7,5,4,4,0.7143,0.8,4,3.96,904000,4.0,14,0.0484,0
55,18,13,10,4,0.7222,0.7692,5,4.93,12232000,2.3,14,0.1077,0
55,1,0,1,4,0.0,0.0,3,3.61,18509000,2.8,14,0.0176,0
55,42,33,9,11,0.7857,0.2727,14,6.92,568000,4.0,14,0.2176,0
55,14,9,3,6,0.6429,0.3333,6,21.66,333000,4.0,14,0.0725,0
55,28,16,7,18,0.5714,0.4375,4,6.62,108000,4.4,14,0.167,1
18,4,2,2,1,0.5,1.0,1,24.32,280000,4.0,2,0.1121,0
18,35,24,12,19,0.6857,0.5,9,10.32,514000,4.0,2,0.8879,1
62,18,8,5,7,0.4444,0.625,5,21.91,345000,4.0,9,0.1194,1
62,17,6,1,2,0.3529,0.1667,3,3.9,490000,3.8,9,0.0861,1
62,14,6,3,3,0.4286,0.5,4,6.74,35809000,3.7,9,0.0778,0
62,7,4,2,0,0.5714,0.5,3,5.79,2337000,5.0,9,0.0444,0
62,14,9,4,8,0.6429,0.4444,9,21.9,584000,4.5,9,0.1306,1
62,6,3,2,4,0.5,0.6667,3,16.82,2652000,4.2,9,0.0556,1
62,25,21,5,19,0.84,0.2381,13,15.98,356000,4.7,9,0.2111,1
62,8,3,4,7,0.375,1.3333,6,11.0,0,4.0,9,0.0611,0
62,30,15,5,15,0.5,0.3333,11,11.28,163000,2.9,9,0.2139,1
64,4,2,3,3,0.5,1.5,2,11.04,62000,3.2,2,0.1546,0
64,30,18,8,14,0.6,0.4444,10,15.64,357000,3.4,2,0.8454,1
31,1,0,2,2,0.0,0.0,4,15.49,0,3.4,8,0.0202,0
31,42,23,11,18,0.5476,0.4783,6,9.84,340000,4.5,8,0.4008,1
31,7,4,3,2,0.5714,0.75,2,18.11,13221000,4.0,8,0.085,1
31,5,4,4,8,0.8,1.0,4,10.28,813000,4.5,8,0.1053,1
31,16,11,7,9,0.6875,0.6364,4,5.27,0,4.7,8,0.1741,0
31,7,4,3,3,0.5714,0.75,2,12.59,1280000,3.4,8,0.0769,0
31,6,4,2,0,0.6667,0.5,3,14.2,4126000,4.4,8,0.0567,0
31,6,3,2,5,0.5,0.6667,5,17.73,241000,4.0,8,0.081,0
20,14,10,8,7,0.7143,0.8,2,16.24,961000,3.8,5,0.2136,1
20,8,3,2,5,0.375,0.6667,2,12.15,1694000,4.4,5,0.0971,0
20,0,0,3,3,0.0,0.0,3,16.76,0,4.2,5,0.0291,0
20,24,19,4,16,0.7917,0.2105,12,15.17,4288000,4.6,5,0.3252,0
20,30,13,7,14,0.4333,0.5385,11,5.02,1960000,4.8,5,0.335,1
30,5,1,0,2,0.2,0.0,2,13.42,127000,4.1,8,0.0448,0
30,11,6,1,2,0.5455,0.1667,1,14.01,0,4.0,8,0.0995,0
30,16,5,1,9,0.3125,0.2,11,8.42,1625000,4.0,8,0.204,1
30,5,2,1,2,0.4,0.5,5,5.74,53104000,4.0,8,0.0796,1
30,4,1,1,3,0.25,1.0,2,0.56,1554000,4.0,8,0.0597,0
30,9,6,3,8,0.6667,0.5,5,4.55,12280000,4.8,8,0.1542,1
30,11,8,4,4,0.7273,0.5,4,21.52,109000,4.4,8,0.1692,1
30,12,9,2,9,0.75,0.2222,4,4.07,160000,3.6,8,0.1891,1
26,9,4,4,1,0.4444,1.0,8,21.6,5308000,4.0,8,0.0683,0
26,2,0,2,3,0.0,0.0,4,1.01,0,4.6,8,0.0252,0
26,12,8,5,2,0.6667,0.625,2,27.65,1347000,3.8,8,0.1187,1
26,0,0,3,0,0.0,0.0,1,9.54,1125000,4.3,8,0.0216,0
26,18,7,1,8,0.3889,0.1429,5,11.75,9347000,4.1,8,0.1475,1
26,9,4,4,8,0.4444,1.0,7,6.56,54000,4.0,8,0.1043,0
26,44,34,16,18,0.7727,0.4706,13,2.1,24248000,3.9,8,0.4137,0
26,8,5,4,9,0.625,0.8,5,20.38,506000,4.5,8,0.1007,0
60,4,1,0,0,0.25,0.0,2,21.54,124000,4.4,8,0.0376,0
60,0,0,2,0,0.0,0.0,3,13.51,189000,4.0,8,0.0188,0
60,13,6,2,4,0.4615,0.3333,8,9.08,6491000,4.7,8,0.1549,1
60,4,2,3,2,0.5,1.5,3,9.16,12306000,3.9,8,0.0704,0
60,17,12,6,9,0.7059,0.5,5,7.98,4279000,4.9,8,0.2113,0
60,9,6,1,5,0.6667,0.1667,3,1.7,21734000,4.5,8,0.1315,1
60,14,11,4,9,0.7857,0.3636,6,5.63,0,4.7,8,0.1784,0
60,17,9,4,7,0.5294,0.4444,6,18.61,1843000,4.0,8,0.1972,1
43,13,10,7,9,0.7692,0.7,8,21.5,2797000,4.2,10,0.1792,0
43,6,4,4,4,0.6667,1.0,1,3.29,1346000,2.7,10,0.0875,0
43,8,2,1,8,0.25,0.5,5,4.79,9645000,4.0,10,0.1,1
43,15,12,5,7,0.8,0.4167,7,27.55,0,3.8,10,0.1625,0
43,7,3,3,3,0.4286,1.0,2,7.93,0,4.4,10,0.0667,0
43,5,1,3,1,0.2,3.0,4,8.69,332000,4.0,10,0.0458,0
43,2,0,0,2,0.0,0.0,2,3.54,352000,4.0,10,0.0208,0
43,1,0,1,4,0.0,0.0,5,21.61,88000,4.2,10,0.0292,0
43,4,1,2,5,0.25,2.0,3,15.42,4420000,4.0,10,0.0583,0
43,20,11,5,15,0.55,0.4545,4,5.87,823000,4.0,10,0.25,1
38,8,5,3,4,0.625,0.6,2,16.41,3843000,4.4,5,0.2738,0
38,13,7,3,9,0.5385,0.4286,2,10.54,0,3.0,5,0.381,0
38,7,4,0,1,0.5714,0.0,5,2.27,0,4.2,5,0.1429,0
38,5,2,0,0,0.4,0.0,4,19.6,0,4.5,5,0.0833,0
38,3,1,0,4,0.3333,0.0,3,5.78,31167000,4.0,5,0.119,0
23,0,0,1,3,0.0,0.0,3,13.41,6334000,4.0,9,0.0175,0
23,15,11,5,7,0.7333,0.4545,6,7.79,479000,4.7,9,0.1364,0
23,1,0,1,2,0.0,0.0,5,14.12,2869000,3.5,9,0.0175,0
23,30,14,9,4,0.4667,0.6429,7,7.94,943000,4.0,9,0.2308,1
23,5,2,2,1,0.4,1.0,5,14.02,442000,3.5,9,0.042,0
23,8,6,1,4,0.75,0.1667,3,18.93,929000,4.8,9,0.0699,0
23,28,13,3,4,0.4643,0.2308,5,17.34,233000,4.0,9,0.1958,1
23,3,2,1,1,0.6667,0.5,1,5.15,0,4.2,9,0.0245,0
23,34,21,10,4,0.6176,0.4762,4,14.64,2988000,4.0,9,0.2657,1
60,24,17,11,17,0.7083,0.6471,5,10.47,749000,2.0,15,0.1191,0
60,18,13,10,7,0.7222,0.7692,3,5.76,4813000,2.8,15,0.0822,0
60,0,0,0,0,0.0,0.0,4,4.02,6552000,4.8,15,0.005,0
60,12,7,2,9,0.5833,0.2857,4,6.75,2528000,4.0,15,0.057,0
60,12,8,6,2,0.6667,0.75,6,22.42,0,4.0,15,0.047,0
60,31,24,7,14,0.7742,0.2917,13,15.96,1079000,4.0,15,0.1443,1
60,14,6,4,5,0.4286,0.6667,2,0.24,1788000,4.2,15,0.052,0
60,1,0,1,1,0.0,0.0,2,8.19,1369000,4.0,15,0.0084,0
60,9,7,4,5,0.7778,0.5714,8,43.62,952000,4.6,15,0.0487,0
60,0,0,2,3,0.0,0.0,2,9.21,0,4.0,15,0.0084,0
60,43,16,9,17,0.3721,0.5625,9,14.54,4255000,4.8,15,0.1577,1
60,2,1,2,5,0.5,2.0,1,0.44,475000,3.7,15,0.0201,0
60,6,3,2,4,0.5,0.6667,3,6.46,17296000,4.9,15,0.0268,0
60,38,20,14,20,0.5263,0.7,7,21.84,264000,4.0,15,0.1695,1
60,18,6,4,3,0.3333,0.6667,6,15.62,3165000,4.2,15,0.0537,0
34,32,13,7,7,0.4062,0.5385,3,6.68,7786000,3.5,9,0.1785,1
34,8,5,3,5,0.625,0.6,4,3.48,0,4.0,9,0.0551,0
34,5,3,1,5,0.6,0.3333,4,7.57,0,4.2,9,0.0367,0
34,8,2,3,5,0.25,1.5,3,17.35,981000,4.7,9,0.0551,0
34,6,3,2,1,0.5,0.6667,2,8.21,0,3.4,9,0.0315,0
34,34,19,6,8,0.5588,0.3158,12,2.49,51694000,2.4,9,0.1864,0
34,5,2,0,5,0.4,0.0,4,15.26,549000,4.1,9,0.0367,0
34,36,14,6,10,0.3889,0.4286,6,10.06,6973000,4.3,9,0.189,1
34,41,16,9,11,0.3902,0.5625,8,4.23,625000,4.7,9,0.231,1
45,14,7,6,7,0.5,0.8571,6,20.55,1010000,4.0,3,0.4419,0
45,17,13,8,1,0.7647,0.6154,5,1.34,878000,4.0,3,0.4767,0
45,0,0,3,3,0.0,0.0,4,0.53,533000,4.4,3,0.0814,0
18,17,13,7,3,0.7647,0.5385,1,0.12,204000,3.2,12,0.128,0
18,5,3,0,7,0.6,0.0,3,11.33,2651000,4.0,12,0.0565,0
18,4,2,2,5,0.5,1.0,4,7.03,0,3.4,12,0.0387,0
18,3,2,0,1,0.6667,0.0,1,6.68,5105000,3.5,12,0.0238,0
18,2,1,3,3,0.5,3.0,2,4.91,5440000,3.8,12,0.0298,0
18,1,0,2,0,0.0,0.0,5,17.69,0,3.5,12,0.0089,0
18,9,7,4,8,0.7778,0.5714,5,9.14,65000,4.0,12,0.0863,0
18,5,4,4,1,0.8,1.0,3,14.8,861000,4.0,12,0.0625,1
18,5,1,3,2,0.2,3.0,5,12.04,2104000,3.6,12,0.0357,0
18,9,5,3,5,0.5556,0.6,4,13.55,3459000,3.8,12,0.0863,1
18,43,34,15,17,0.7907,0.4412,9,13.14,1804000,3.6,12,0.3512,1
18,14,5,4,5,0.3571,0.8,4,6.43,108000,4.8,12,0.0923,0
22,10,6,5,7,0.6,0.8333,2,3.85,0,4.8,4,0.1497,0
22,3,2,4,4,0.6667,2.0,5,18.79,420000,4.6,4,0.0802,0
22,4,3,4,6,0.75,1.3333,3,6.69,619000,4.0,4,0.1123,0
22,44,31,21,15,0.7045,0.6774,5,3.74,139000,4.6,4,0.6578,1
30,6,3,4,4,0.5,1.3333,4,19.23,0,3.8,9,0.0697,0
30,12,8,5,1,0.6667,0.625,6,17.44,972000,4.6,9,0.127,1
30,17,7,6,8,0.4118,0.8571,2,20.92,3710000,4.3,9,0.1721,0
30,8,5,3,5,0.625,0.6,8,5.05,14094000,4.4,9,0.1148,1
30,10,6,3,5,0.6,0.5,2,20.18,8480000,4.6,9,0.127,1
30,2,0,0,0,0.0,0.0,1,2.08,0,4.9,9,0.0082,0
30,2,1,1,5,0.5,1.0,5,8.04,0,2.9,9,0.0369,0
30,9,5,1,5,0.5556,0.2,4,4.79,1353000,4.4,9,0.1107,1
30,23,14,9,9,0.6087,0.6429,11,28.73,175000,4.0,9,0.2336,0
32,18,9,4,2,0.5,0.4444,2,7.63,28000,4.0,1,1.0,0
18,37,21,7,10,0.5676,0.3333,13,4.89,10797000,3.3,14,0.1454,1
18,7,4,4,3,0.5714,1.0,5,2.37,7004000,4.0,14,0.0355,0
18,40,33,21,14,0.825,0.6364,4,12.12,1215000,4.0,14,0.2057,1
18,16,10,7,8,0.625,0.7,6,11.3,1451000,4.0,14,0.078,0
18,4,2,0,2,0.5,0.0,3,32.09,397000,3.4,14,0.016,0
18,18,6,4,1,0.3333,0.6667,7,14.19,0,4.8,14,0.0514,0
18,15,8,5,4,0.5333,0.625,3,9.0,3171000,3.3,14,0.0603,0
18,5,2,0,1,0.4,0.0,2,16.51,1810000,4.3,14,0.023,1
18,7,5,1,5,0.7143,0.2,3,10.84,0,3.7,14,0.0319,0
18,18,9,7,4,0.5,0.7778,8,11.54,104000,4.0,14,0.0798,1
18,17,12,6,10,0.7059,0.5,14,10.98,254000,4.0,14,0.0833,0
18,37,23,5,11,0.6216,0.2174,14,6.63,5198000,3.2,14,0.1436,1
18,3,2,2,4,0.6667,1.0,5,16.01,1426000,4.0,14,0.0248,0
18,3,2,3,1,0.6667,1.5,5,11.77,59000,4.0,14,0.0213,0
46,14,9,2,9,0.6429,0.2222,3,23.44,367000,3.4,9,0.1184,0
46,14,6,4,6,0.4286,0.6667,4,16.17,231000,4.2,9,0.1059,0
46,4,1,2,1,0.25,2.0,4,7.1,488000,4.4,9,0.0343,0
46,14,10,8,13,0.7143,0.8,12,14.2,308000,4.3,9,0.1713,1
46,15,5,1,16,0.3333,0.2,14,1.1,6507000,3.1,9,0.1526,1
46,10,3,0,2,0.3,0.0,8,19.64,2399000,2.1,9,0.0685,1
46,11,5,2,9,0.4545,0.4,4,10.23,2715000,4.6,9,0.1028,1
46,8,5,2,3,0.625,0.4,3,12.02,228000,4.0,9,0.0748,1
46,16,11,3,13,0.6875,0.2727,9,19.58,172000,4.3,9,0.1713,1
46,1,0,0,1,0.0,0.0,4,10.4,6168000,4.5,1,1.0,0
18,11,4,1,9,0.3636,0.25,6,27.26,1011000,4.7,1,1.0,0
44,35,17,4,18,0.4857,0.2353,10,15.23,855000,4.0,8,0.4396,1
44,1,0,2,0,0.0,0.0,3,28.77,0,3.7,8,0.0165,0
44,1,0,1,5,0.0,0.0,2,7.77,1176000,4.1,8,0.0549,0
44,3,1,2,2,0.3333,2.0,1,8.04,0,4.0,8,0.044,0
44,7,5,1,4,0.7143,0.2,5,20.22,1971000,4.0,8,0.1044,0
44,8,2,2,2,0.25,1.0,4,6.74,0,4.2,8,0.0769,0
44,13,7,5,2,0.5385,0.7143,5,13.66,9977000,3.6,8,0.1813,1
44,5,2,2,5,0.4,1.0,4,6.53,1117000,4.9,8,0.0824,0
