user_id,product_category,age,dominant_gender,dominant_location,total_view,total_click,total_cart,total_wishlist,total_interactions,click_through_rate,cart_rate,unique_brands,avg_price,avg_discount,avg_purchase_value,avg_rating,user_total_categories,category_share,repurchase
U2726,Thời trang,32,Nam,Hồ Chí Minh,17,13,6,7,43,0.7647,0.4615,7,1258000,25.47,0,4.4,5,0.2251,0
U2726,Healthy food,32,Nam,Hồ Chí Minh,6,3,3,1,15,0.5,1.0,2,643000,2.02,630000,4.7,5,0.0785,0
U2726,Gia dụng,32,Nam,Hồ Chí Minh,22,13,11,18,74,0.5909,0.8462,14,857000,17.92,703000,2.5,5,0.3874,1
U2727,Thể thao,23,Nữ,Cần Thơ,8,3,2,3,18,0.375,0.6667,1,7809000,18.04,6400000,,11,0.057,0
U2727,Gia dụng,23,Nữ,Cần Thơ,8,3,3,0,16,0.375,1.0,5,2740000,15.59,2312000,4.8,11,0.0506,0
U2727,Sách,23,Nữ,Cần Thơ,1,0,2,0,6,0.0,0.0,3,30000,7.26,27000,4.0,11,0.019,0
U2727,Mẹ & Bé,23,Nữ,Cần Thơ,3,1,1,4,11,0.3333,1.0,3,4760000,7.57,4399000,3.2,11,0.0348,0
U2727,Điện tử,23,Nữ,Cần Thơ,10,4,4,5,29,0.4,1.0,5,2825000,7.7,2607000,4.7,11,0.0918,1
U2727,Luxury,23,Nữ,Cần Thơ,8,5,1,0,17,0.625,0.2,1,7456000,5.37,7055000,4.8,11,0.0538,0
U2727,Thời trang,23,Nữ,Cần Thơ,8,3,1,5,19,0.375,0.3333,7,4221000,22.72,3261000,4.9,11,0.0601,0
U2727,Pet care,23,Nữ,Cần Thơ,9,6,5,7,34,0.6667,0.8333,2,55000,0.94,54000,4.4,11,0.1076,1
U2727,Outdoor,23,Nữ,Cần Thơ,11,6,2,6,27,0.5455,0.3333,2,4315000,14.63,3683000,3.9,11,0.0854,0
U2727,Gaming,23,Nữ,Cần Thơ,15,9,7,6,44,0.6,0.7778,2,13888000,13.79,11972000,3.9,11,0.1392,1
U2727,Decor,23,Nữ,Cần Thơ,45,23,9,16,95,0.5111,0.3913,3,228000,19.22,184000,,11,0.3006,0
U2728,Luxury,47,Nữ,Hà Nội,5,2,2,5,14,0.4,1.0,1,72445000,6.3,0,,15,0.0278,0
U2728,Gaming,47,Nữ,Hà Nội,17,12,7,1,38,0.7059,0.5833,3,12081000,10.74,10783000,,15,0.0755,0
U2728,Outdoor,47,Nữ,Hà Nội,29,17,6,4,58,0.5862,0.3529,14,3431000,17.13,2843000,4.2,15,0.1153,0
U2728,Pet care,47,Nữ,Hà Nội,16,6,3,9,39,0.375,0.5,3,474000,9.84,427000,3.9,15,0.0775,1
U2728,Thời trang,47,Nữ,Hà Nội,14,5,4,2,25,0.3571,0.8,1,869000,35.45,0,,15,0.0497,0
U2728,Fitness,47,Nữ,Hà Nội,17,10,6,3,41,0.5882,0.6,5,10066000,19.7,8082000,2.5,15,0.0815,1
U2728,Thiết bị văn phòng,47,Nữ,Hà Nội,10,6,5,3,25,0.6,0.8333,5,7389000,9.14,6713000,,15,0.0497,0
U2728,Decor,47,Nữ,Hà Nội,14,6,3,4,34,0.4286,0.5,2,1666000,9.31,1510000,4.0,15,0.0676,1
U2728,Làm đẹp,47,Nữ,Hà Nội,19,7,3,6,44,0.3684,0.4286,6,2182000,9.01,1985000,,15,0.0875,1
U2728,Mẹ & Bé,47,Nữ,Hà Nội,35,29,20,15,105,0.8286,0.6897,13,143000,7.9,131000,4.8,15,0.2087,1
U2728,Gia dụng,47,Nữ,Hà Nội,12,7,3,8,33,0.5833,0.4286,5,770000,11.06,684000,4.1,15,0.0656,0
U2728,Sách,47,Nữ,Hà Nội,0,0,0,5,5,0.0,0.0,2,236000,1.64,0,,15,0.0099,0
U2728,Healthy food,47,Nữ,Hà Nội,6,3,3,3,17,0.5,1.0,4,666000,8.07,612000,4.4,15,0.0338,0
U2728,Điện tử,47,Nữ,Hà Nội,6,2,1,3,12,0.3333,0.5,2,2275000,9.71,0,3.5,15,0.0239,0
U2728,Thể thao,47,Nữ,Hà Nội,5,2,2,1,13,0.4,1.0,5,12306000,26.77,9011000,4.1,15,0.0258,0
U2729,Thể thao,60,Nữ,Hồ Chí Minh,8,5,4,0,19,0.625,0.8,1,6281000,17.0,5213000,4.3,10,0.0704,0
U2729,Pet care,60,Nữ,Hồ Chí Minh,4,2,2,4,14,0.5,1.0,2,251000,9.05,228000,3.6,10,0.0519,0
U2729,Điện tử,60,Nữ,Hồ Chí Minh,11,4,5,3,30,0.3636,1.25,5,4549000,4.43,4347000,4.2,10,0.1111,1
U2729,Gia dụng,60,Nữ,Hồ Chí Minh,6,5,4,3,19,0.8333,0.8,2,685000,8.4,627000,,10,0.0704,0
U2729,Healthy food,60,Nữ,Hồ Chí Minh,29,13,8,5,67,0.4483,0.6154,3,80000,10.04,71000,3.9,10,0.2481,1
U2729,Thời trang,60,Nữ,Hồ Chí Minh,1,0,2,3,6,0.0,0.0,2,201000,30.57,0,,10,0.0222,0
U2729,Làm đẹp,60,Nữ,Hồ Chí Minh,10,6,5,7,34,0.6,0.8333,2,977000,22.11,760000,4.3,10,0.1259,1
U2729,Outdoor,60,Nữ,Hồ Chí Minh,3,1,3,3,12,0.3333,3.0,5,429000,10.7,383000,3.3,10,0.0444,0
U2729,Mẹ & Bé,60,Nữ,Hồ Chí Minh,16,11,5,18,59,0.6875,0.4545,13,85000,14.02,73000,3.4,10,0.2185,1
U2729,Luxury,60,Nữ,Hồ Chí Minh,0,0,3,4,10,0.0,0.0,2,53864000,3.91,51757000,4.6,10,0.037,0
U2730,Thời trang,21,Nam,Đà Nẵng,3,1,0,1,7,0.3333,0.0,2,391000,16.44,326000,4.7,5,0.0737,0
U2730,Sách,21,Nam,Đà Nẵng,9,3,3,9,31,0.3333,1.0,2,72000,2.08,70000,4.5,5,0.3263,1
U2730,Gia dụng,21,Nam,Đà Nẵng,16,7,3,6,37,0.4375,0.4286,6,957000,20.16,764000,,5,0.3895,1
U2730,Mẹ & Bé,21,Nam,Đà Nẵng,2,0,0,5,8,0.0,0.0,2,6168000,17.57,5084000,4.9,5,0.0842,0
U2730,Thiết bị văn phòng,21,Nam,Đà Nẵng,5,3,0,1,12,0.6,0.0,1,1812000,6.48,1694000,3.9,5,0.1263,0
U2731,Thời trang,20,Nam,Hải Phòng,7,4,4,5,25,0.5714,1.0,7,700000,20.54,556000,4.4,7,0.0737,1
U2731,Thể thao,20,Nam,Hải Phòng,43,26,7,17,105,0.6047,0.2692,7,9548000,17.91,7837000,,7,0.3097,1
U2731,Gaming,20,Nam,Hải Phòng,7,4,3,5,19,0.5714,0.75,1,5085000,4.84,0,4.2,7,0.056,0
U2731,Healthy food,20,Nam,Hải Phòng,5,4,2,3,14,0.8,0.5,5,1778000,6.26,0,4.0,7,0.0413,0
U2731,Mẹ & Bé,20,Nam,Hải Phòng,18,8,2,13,48,0.4444,0.25,7,585000,6.04,549000,4.1,7,0.1416,1
U2731,Luxury,20,Nam,Hải Phòng,38,31,12,15,106,0.8158,0.3871,5,23923000,1.56,23549000,4.5,7,0.3127,1
U2731,Làm đẹp,20,Nam,Hải Phòng,5,4,3,3,22,0.8,0.75,5,683000,15.46,577000,,7,0.0649,1
U2732,Decor,61,Nữ,Hồ Chí Minh,15,11,4,1,33,0.7333,0.3636,8,660000,18.35,538000,4.4,5,0.2245,0
U2732,Luxury,61,Nữ,Hồ Chí Minh,0,0,2,4,8,0.0,0.0,2,17700000,7.35,16399000,,5,0.0544,0
U2732,Pet care,61,Nữ,Hồ Chí Minh,6,3,2,2,16,0.5,0.6667,5,1959000,2.31,1913000,,5,0.1088,0
U2732,Outdoor,61,Nữ,Hồ Chí Minh,18,12,8,7,46,0.6667,0.6667,7,521000,20.69,413000,4.9,5,0.3129,0
U2732,Làm đẹp,61,Nữ,Hồ Chí Minh,14,5,5,16,44,0.3571,1.0,12,221000,11.13,196000,,5,0.2993,0
U2733,Thời trang,39,Nam,Hà Nội,6,2,0,3,11,0.3333,0.0,8,712000,18.35,0,,14,0.0303,0
U2733,Luxury,39,Nam,Hà Nội,8,4,2,1,18,0.5,0.5,5,60506000,1.75,59447000,4.2,14,0.0496,0
U2733,Làm đẹp,39,Nam,Hà Nội,17,11,7,7,52,0.6471,0.6364,5,625000,15.7,526000,4.2,14,0.1433,1
U2733,Gaming,39,Nam,Hà Nội,38,25,9,4,78,0.6579,0.36,4,16120000,9.87,14528000,4.8,14,0.2149,0
U2733,Healthy food,39,Nam,Hà Nội,6,3,0,0,9,0.5,0.0,4,906000,3.15,0,4.3,14,0.0248,0
U2733,Pet care,39,Nam,Hà Nội,5,2,1,3,14,0.4,0.5,5,538000,0.99,532000,,14,0.0386,0
U2733,Điện tử,39,Nam,Hà Nội,4,1,1,9,17,0.25,1.0,5,2554000,10.03,2297000,4.1,14,0.0468,0
U2733,Thiết bị văn phòng,39,Nam,Hà Nội,0,0,0,0,0,0.0,0.0,2,2160000,10.25,0,1.7,14,0.0,0
U2733,Thể thao,39,Nam,Hà Nội,2,1,1,2,7,0.5,1.0,3,941000,12.88,819000,4.1,14,0.0193,0
U2733,Gia dụng,39,Nam,Hà Nội,8,3,0,0,14,0.375,0.0,1,569000,9.64,514000,,14,0.0386,0
U2733,Decor,39,Nam,Hà Nội,35,18,8,6,71,0.5143,0.4444,11,103000,18.39,84000,,14,0.1956,0
U2733,Fitness,39,Nam,Hà Nội,10,4,1,3,20,0.4,0.25,1,1576000,19.17,1273000,3.5,14,0.0551,0
U2733,Outdoor,39,Nam,Hà Nội,13,8,7,9,42,0.6154,0.875,7,1522000,17.93,1249000,3.5,14,0.1157,1
U2733,Sách,39,Nam,Hà Nội,3,1,0,5,10,0.3333,0.0,1,41000,4.26,39000,2.2,14,0.0275,0
U2734,Gaming,44,Nữ,Đà Nẵng,2,1,0,5,10,0.5,0.0,4,601000,15.1,510000,,4,0.1923,0
U2734,Sách,44,Nữ,Đà Nẵng,1,0,1,2,7,0.0,0.0,1,553000,1.21,546000,4.3,4,0.1346,0
U2734,Điện tử,44,Nữ,Đà Nẵng,8,4,5,0,20,0.5,1.25,4,11526000,5.95,10840000,3.9,4,0.3846,0
U2734,Decor,44,Nữ,Đà Nẵng,6,4,4,1,15,0.6667,1.0,5,962000,17.81,0,,4,0.2885,0
U2735,Thiết bị văn phòng,25,Nữ,Hồ Chí Minh,7,4,1,5,20,0.5714,0.25,4,321000,10.09,288000,3.9,3,0.5,0
U2735,Mẹ & Bé,25,Nữ,Hồ Chí Minh,1,0,3,3,9,0.0,0.0,1,290000,14.73,247000,4.2,3,0.225,0
U2735,Luxury,25,Nữ,Hồ Chí Minh,3,1,2,2,11,0.3333,2.0,5,36842000,7.05,34244000,,3,0.275,0
U2736,Gia dụng,18,Nữ,Hà Nội,14,6,5,3,30,0.4286,0.8333,2,876000,19.11,708000,,2,0.6122,0
U2736,Outdoor,18,Nữ,Hà Nội,5,3,1,6,19,0.6,0.3333,6,345000,18.53,281000,4.8,2,0.3878,0
U2737,Thiết bị văn phòng,34,Nam,Cần Thơ,3,2,3,0,10,0.6667,1.5,4,3487000,9.03,3172000,3.7,2,0.1923,0
U2737,Sách,34,Nam,Cần Thơ,17,13,5,7,42,0.7647,0.3846,7,101000,2.72,0,4.0,2,0.8077,0
U2738,Fitness,23,Nữ,Hồ Chí Minh,8,3,2,3,18,0.375,0.6667,1,8009000,19.15,6475000,4.1,5,0.1208,0
U2738,Điện tử,23,Nữ,Hồ Chí Minh,5,2,2,4,16,0.4,1.0,2,21791000,1.98,21359000,4.0,5,0.1074,0
U2738,Sách,23,Nữ,Hồ Chí Minh,33,12,4,4,65,0.3636,0.3333,11,33000,15.51,27000,,5,0.4362,1
U2738,Outdoor,23,Nữ,Hồ Chí Minh,17,12,7,3,45,0.7059,0.5833,6,1243000,21.89,970000,4.3,5,0.302,1
U2738,Gia dụng,23,Nữ,Hồ Chí Minh,3,1,0,0,5,0.3333,0.0,2,4115000,11.06,3659000,3.1,5,0.0336,0
U2739,Gaming,49,Nam,Đà Nẵng,7,3,1,4,17,0.4286,0.3333,1,1443000,16.35,1207000,4.7,2,0.1809,0
U2739,Decor,49,Nam,Đà Nẵng,27,18,13,13,77,0.6667,0.7222,9,288000,17.72,236000,,2,0.8191,1
U2740,Thiết bị văn phòng,30,Nữ,Cần Thơ,17,6,2,7,36,0.3529,0.3333,7,921000,10.02,828000,3.7,8,0.1659,0
U2740,Gaming,30,Nữ,Cần Thơ,24,9,3,16,62,0.375,0.3333,4,3970000,8.38,3637000,4.7,8,0.2857,1
U2740,Sách,30,Nữ,Cần Thơ,10,6,3,3,26,0.6,0.5,2,104000,3.53,100000,,8,0.1198,0
U2740,Outdoor,30,Nữ,Cần Thơ,0,0,0,1,2,0.0,0.0,1,2807000,7.13,2606000,4.0,8,0.0092,0
U2740,Decor,30,Nữ,Cần Thơ,7,3,4,3,17,0.4286,1.3333,1,3469000,11.46,0,3.6,8,0.0783,0
U2740,Gia dụng,30,Nữ,Cần Thơ,15,8,6,2,33,0.5333,0.75,3,7629000,12.29,6691000,3.1,8,0.1521,0
U2740,Làm đẹp,30,Nữ,Cần Thơ,8,3,4,4,19,0.375,1.3333,3,1371000,8.34,0,,8,0.0876,0
U2740,Mẹ & Bé,30,Nữ,Cần Thơ,9,6,3,3,22,0.6667,0.5,1,2583000,17.08,2141000,4.8,8,0.1014,0
U2741,Fitness,18,Nam,Đà Nẵng,4,2,0,1,9,0.5,0.0,2,13379000,15.02,11369000,4.8,7,0.0556,0
U2741,Gaming,18,Nam,Đà Nẵng,4,3,3,9,21,0.75,1.0,6,1833000,5.55,1731000,3.6,7,0.1296,0
U2741,Sách,18,Nam,Đà Nẵng,17,6,2,20,55,0.3529,0.3333,8,64000,6.89,59000,,7,0.3395,1
U2741,Healthy food,18,Nam,Đà Nẵng,2,1,0,2,5,0.5,0.0,4,361000,11.21,0,2.7,7,0.0309,0
U2741,Mẹ & Bé,18,Nam,Đà Nẵng,12,4,3,5,26,0.3333,0.75,3,94000,6.08,88000,4.1,7,0.1605,0
U2741,Thiết bị văn phòng,18,Nam,Đà Nẵng,6,3,1,3,18,0.5,0.3333,6,4872000,10.8,4345000,4.8,7,0.1111,1
U2741,Làm đẹp,18,Nam,Đà Nẵng,16,5,1,1,28,0.3125,0.2,3,1002000,19.14,810000,3.7,7,0.1728,1
U2742,Thiết bị văn phòng,18,Nam,Hà Nội,8,4,1,5,18,0.5,0.25,4,1399000,7.48,0,4.9,10,0.0561,0
U2742,Fitness,18,Nam,Hà Nội,29,20,7,12,78,0.6897,0.35,10,862000,20.38,686000,,10,0.243,1
U2742,Gaming,18,Nam,Hà Nội,8,3,3,7,22,0.375,1.0,6,596000,9.52,539000,4.6,10,0.0685,0
U2742,Pet care,18,Nam,Hà Nội,16,11,8,3,38,0.6875,0.7273,1,148000,5.49,0,4.1,10,0.1184,0
U2742,Thời trang,18,Nam,Hà Nội,15,6,3,7,38,0.4,0.5,5,235000,16.76,195000,3.2,10,0.1184,1
U2742,Outdoor,18,Nam,Hà Nội,14,5,3,9,35,0.3571,0.6,7,10670000,18.99,8643000,3.9,10,0.109,0
U2742,Thể thao,18,Nam,Hà Nội,8,3,3,2,16,0.375,1.0,5,443000,18.64,0,3.8,10,0.0498,0
U2742,Điện tử,18,Nam,Hà Nội,7,4,2,6,24,0.5714,0.5,3,13064000,9.08,11877000,4.4,10,0.0748,1
U2742,Healthy food,18,Nam,Hà Nội,14,11,7,5,37,0.7857,0.6364,6,207000,7.87,0,2.5,10,0.1153,0
U2742,Sách,18,Nam,Hà Nội,6,2,1,3,15,0.3333,0.5,2,158000,6.88,147000,3.5,10,0.0467,0
U2743,Luxury,63,Nam,Cần Thơ,16,6,1,3,27,0.375,0.1667,8,32104000,1.12,31744000,2.9,10,0.0792,0
U2743,Fitness,63,Nam,Cần Thơ,36,17,8,6,75,0.4722,0.4706,10,5264000,13.13,4572000,4.4,10,0.2199,1
U2743,Mẹ & Bé,63,Nam,Cần Thơ,17,10,5,2,37,0.5882,0.5,7,318000,6.6,297000,2.9,10,0.1085,0
U2743,Gaming,63,Nam,Cần Thơ,32,20,6,20,82,0.625,0.3,11,1091000,14.81,929000,4.6,10,0.2405,0
U2743,Healthy food,63,Nam,Cần Thơ,3,2,1,2,11,0.6667,0.5,2,496000,8.83,452000,,10,0.0323,0
U2743,Thiết bị văn phòng,63,Nam,Cần Thơ,17,10,6,2,38,0.5882,0.6,5,461000,6.78,429000,3.0,10,0.1114,0
U2743,Decor,63,Nam,Cần Thơ,5,1,3,1,10,0.2,3.0,5,2638000,10.36,0,3.7,10,0.0293,0
U2743,Pet care,63,Nam,Cần Thơ,5,2,2,8,24,0.4,1.0,8,2083000,9.05,1894000,4.0,10,0.0704,1
U2743,Gia dụng,63,Nam,Cần Thơ,9,5,3,5,25,0.5556,0.6,2,4592000,6.39,4298000,,10,0.0733,0
U2743,Outdoor,63,Nam,Cần Thơ,5,3,0,1,12,0.6,0.0,6,5205000,9.01,4736000,3.8,10,0.0352,0
U2744,Sách,27,Nữ,Đà Nẵng,18,13,6,8,45,0.7222,0.4615,7,136000,16.43,0,3.7,8,0.159,0
U2744,Thiết bị văn phòng,27,Nữ,Đà Nẵng,11,6,3,9,30,0.5455,0.5,7,799000,16.83,664000,3.4,8,0.106,0
U2744,Luxury,27,Nữ,Đà Nẵng,5,2,1,9,24,0.4,0.5,8,26230000,1.7,25784000,,8,0.0848,1
U2744,Mẹ & Bé,27,Nữ,Đà Nẵng,16,6,5,1,32,0.375,0.8333,7,677000,15.72,570000,,8,0.1131,0
U2744,Điện tử,27,Nữ,Đà Nẵng,12,4,5,6,34,0.3333,1.25,4,4239000,10.83,3779000,,8,0.1201,1
U2744,Thể thao,27,Nữ,Đà Nẵng,0,0,3,4,7,0.0,0.0,4,8218000,27.2,0,3.5,8,0.0247,0
U2744,Gaming,27,Nữ,Đà Nẵng,39,29,12,9,98,0.7436,0.4138,3,19013000,17.93,15603000,4.5,8,0.3463,1
U2744,Healthy food,27,Nữ,Đà Nẵng,4,2,3,4,13,0.5,1.5,5,352000,2.7,0,3.8,8,0.0459,0
U2745,Mẹ & Bé,39,Nữ,Hải Phòng,38,20,9,4,82,0.5263,0.45,4,2037000,12.69,1778000,3.3,8,0.2939,1
U2745,Outdoor,39,Nữ,Hải Phòng,19,15,5,7,51,0.7895,0.3333,12,4387000,18.62,3570000,3.6,8,0.1828,1
U2745,Thể thao,39,Nữ,Hải Phòng,11,4,2,1,23,0.3636,0.5,2,2085000,16.53,1740000,3.6,8,0.0824,1
U2745,Luxury,39,Nữ,Hải Phòng,0,0,0,4,4,0.0,0.0,2,7196000,1.91,0,3.7,8,0.0143,0
U2745,Gaming,39,Nữ,Hải Phòng,2,0,1,1,4,0.0,0.0,1,6624000,4.92,0,4.7,8,0.0143,0
U2745,Điện tử,39,Nữ,Hải Phòng,4,1,2,4,13,0.25,2.0,3,4481000,6.02,4211000,3.1,8,0.0466,0
U2745,Sách,39,Nữ,Hải Phòng,3,1,1,4,12,0.3333,1.0,5,52000,12.65,45000,4.6,8,0.043,0
U2745,Thiết bị văn phòng,39,Nữ,Hải Phòng,33,21,10,16,90,0.6364,0.4762,11,606000,10.34,543000,4.3,8,0.3226,1
U2746,Thể thao,36,Nữ,Cần Thơ,11,4,2,4,23,0.3636,0.5,3,734000,24.83,551000,,3,0.377,0
U2746,Decor,36,Nữ,Cần Thơ,3,2,3,5,13,0.6667,1.5,5,158000,22.63,0,3.0,3,0.2131,0
U2746,Healthy food,36,Nữ,Cần Thơ,10,7,2,2,25,0.7,0.2857,4,219000,8.12,201000,4.9,3,0.4098,0
U2747,Thời trang,32,Nam,Cần Thơ,36,16,11,15,85,0.4444,0.6875,8,2978000,32.45,2011000,4.1,6,0.5312,1
U2747,Gia dụng,32,Nam,Cần Thơ,1,0,3,0,7,0.0,0.0,5,6169000,8.93,5618000,3.7,6,0.0438,0
U2747,Điện tử,32,Nam,Cần Thơ,15,6,2,1,30,0.4,0.3333,5,16740000,4.07,16058000,,6,0.1875,1
U2747,Luxury,32,Nam,Cần Thơ,5,3,2,8,20,0.6,0.6667,8,7834000,4.89,7450000,3.0,6,0.125,0
U2747,Fitness,32,Nam,Cần Thơ,6,2,2,3,13,0.3333,1.0,2,14918000,6.81,0,2.9,6,0.0812,0
U2747,Thể thao,32,Nam,Cần Thơ,0,0,1,3,5,0.0,0.0,4,416000,14.33,356000,4.2,6,0.0312,0
U2748,Làm đẹp,45,Nữ,Hồ Chí Minh,31,10,8,14,71,0.3226,0.8,4,1166000,15.11,989000,,9,0.3034,1
U2748,Gaming,45,Nữ,Hồ Chí Minh,6,2,0,5,14,0.3333,0.0,5,19119000,12.92,16648000,,9,0.0598,0
U2748,Thời trang,45,Nữ,Hồ Chí Minh,4,2,1,4,13,0.5,0.5,2,678000,33.85,448000,2.3,9,0.0556,0
U2748,Điện tử,45,Nữ,Hồ Chí Minh,6,3,2,8,25,0.5,0.6667,4,14553000,6.23,13646000,4.6,9,0.1068,1
U2748,Fitness,45,Nữ,Hồ Chí Minh,5,4,1,5,17,0.8,0.25,1,1125000,11.26,998000,3.9,9,0.0726,0
U2748,Luxury,45,Nữ,Hồ Chí Minh,20,16,11,8,58,0.8,0.6875,5,5814000,7.02,5405000,4.0,9,0.2479,0
U2748,Thể thao,45,Nữ,Hồ Chí Minh,2,1,0,5,8,0.5,0.0,2,5617000,26.09,0,,9,0.0342,0
U2748,Healthy food,45,Nữ,Hồ Chí Minh,7,4,4,1,19,0.5714,1.0,3,522000,6.51,488000,4.6,9,0.0812,0
U2748,Decor,45,Nữ,Hồ Chí Minh,0,0,3,5,9,0.0,0.0,2,5569000,16.77,4635000,,9,0.0385,0
U2749,Mẹ & Bé,54,Nam,Cần Thơ,3,1,0,3,8,0.3333,0.0,1,1064000,5.8,1002000,4.1,3,0.092,0
U2749,Pet care,54,Nam,Cần Thơ,2,0,2,0,6,0.0,0.0,1,143000,0.71,141000,2.3,3,0.069,0
U2749,Làm đẹp,54,Nam,Cần Thơ,33,18,5,9,73,0.5455,0.2778,10,1065000,5.29,1008000,4.2,3,0.8391,1
U2750,Thời trang,33,Nam,Hồ Chí Minh,6,3,3,5,20,0.5,1.0,4,1064000,19.4,857000,2.7,9,0.068,0
U2750,Healthy food,33,Nam,Hồ Chí Minh,9,3,0,9,27,0.3333,0.0,6,322000,0.41,320000,4.9,9,0.0918,1
U2750,Fitness,33,Nam,Hồ Chí Minh,8,4,3,2,20,0.5,0.75,4,19928000,16.24,16691000,4.2,9,0.068,0
U2750,Decor,33,Nam,Hồ Chí Minh,25,20,13,4,65,0.8,0.65,9,2077000,9.01,1889000,4.1,9,0.2211,0
U2750,Thiết bị văn phòng,33,Nam,Hồ Chí Minh,8,3,3,6,21,0.375,1.0,4,1155000,8.47,1057000,3.0,9,0.0714,0
U2750,Luxury,33,Nam,Hồ Chí Minh,13,7,5,10,47,0.5385,0.7143,6,7985000,1.68,7850000,4.3,9,0.1599,1
U2750,Sách,33,Nam,Hồ Chí Minh,5,2,1,2,15,0.4,0.5,5,187000,11.52,165000,,9,0.051,1
U2750,Thể thao,33,Nam,Hồ Chí Minh,8,4,3,2,17,0.5,0.75,3,11345000,26.68,0,4.5,9,0.0578,0
U2750,Mẹ & Bé,33,Nam,Hồ Chí Minh,20,11,6,15,62,0.55,0.5455,14,3219000,7.92,2964000,,9,0.2109,1
U2751,Outdoor,26,Nam,Hà Nội,0,0,3,0,3,0.0,0.0,4,540000,15.19,0,,7,0.0226,0
U2751,Điện tử,26,Nam,Hà Nội,9,4,2,1,19,0.4444,0.5,8,4249000,9.33,3852000,4.8,7,0.1429,0
U2751,Gaming,26,Nam,Hà Nội,14,6,4,4,32,0.4286,0.6667,1,2597000,6.56,2426000,,7,0.2406,0
U2751,Gia dụng,26,Nam,Hà Nội,7,4,4,8,25,0.5714,1.0,7,6958000,7.38,6444000,3.4,7,0.188,0
U2751,Sách,26,Nam,Hà Nội,17,7,4,7,36,0.4118,0.5714,7,424000,3.23,410000,3.7,7,0.2707,0
U2751,Thiết bị văn phòng,26,Nam,Hà Nội,2,1,0,1,5,0.5,0.0,1,2840000,6.69,2650000,2.2,7,0.0376,0
U2751,Fitness,26,Nam,Hà Nội,6,2,0,5,13,0.3333,0.0,2,468000,11.45,0,4.7,7,0.0977,0
U2752,Decor,27,Nữ,Đà Nẵng,4,2,3,3,13,0.5,1.5,4,806000,12.79,702000,,8,0.0802,0
U2752,Làm đẹp,27,Nữ,Đà Nẵng,13,9,5,5,32,0.6923,0.5556,8,150000,18.09,0,2.5,8,0.1975,0
U2752,Thể thao,27,Nữ,Đà Nẵng,4,2,2,0,11,0.5,1.0,2,1231000,25.87,912000,3.7,8,0.0679,0
U2752,Thời trang,27,Nữ,Đà Nẵng,12,7,3,6,33,0.5833,0.4286,4,747000,19.98,597000,,8,0.2037,1
U2752,Pet care,27,Nữ,Đà Nẵng,8,4,2,3,18,0.5,0.5,4,607000,1.62,597000,3.7,8,0.1111,0
U2752,Fitness,27,Nữ,Đà Nẵng,12,5,4,6,31,0.4167,0.8,2,441000,16.64,367000,3.9,8,0.1914,0
U2752,Sách,27,Nữ,Đà Nẵng,6,3,3,1,13,0.5,1.0,5,34000,17.69,0,,8,0.0802,0
U2752,Luxury,27,Nữ,Đà Nẵng,3,1,2,4,11,0.3333,2.0,2,59860000,0.67,59458000,4.0,8,0.0679,0
U2753,Fitness,27,Nữ,Hà Nội,27,21,14,19,88,0.7778,0.6667,11,16461000,12.42,14416000,4.5,5,0.3077,1
U2753,Điện tử,27,Nữ,Hà Nội,34,21,11,20,92,0.6176,0.5238,12,9115000,10.76,8134000,4.3,5,0.3217,1
U2753,Làm đẹp,27,Nữ,Hà Nội,6,4,1,4,18,0.6667,0.25,4,1152000,11.83,1015000,3.4,5,0.0629,0
U2753,Outdoor,27,Nữ,Hà Nội,8,3,4,5,21,0.375,1.3333,1,4340000,19.29,3502000,3.3,5,0.0734,0
U2753,Thể thao,27,Nữ,Hà Nội,27,16,4,18,67,0.5926,0.25,12,14323000,14.78,12206000,,5,0.2343,0
U2754,Gaming,19,Nữ,Hải Phòng,20,7,3,16,48,0.35,0.4286,5,970000,5.82,913000,,8,0.1463,0
U2754,Outdoor,19,Nữ,Hải Phòng,7,3,1,2,16,0.4286,0.3333,3,7529000,13.73,6495000,3.8,8,0.0488,0
U2754,Làm đẹp,19,Nữ,Hải Phòng,17,13,6,7,49,0.7647,0.4615,5,284000,6.23,266000,4.1,8,0.1494,1
U2754,Mẹ & Bé,19,Nữ,Hải Phòng,18,9,3,9,40,0.5,0.3333,2,163000,14.68,139000,4.3,8,0.122,0
U2754,Decor,19,Nữ,Hải Phòng,13,5,4,4,33,0.3846,0.8,8,5482000,23.76,4179000,4.0,8,0.1006,1
U2754,Luxury,19,Nữ,Hải Phòng,14,9,5,5,37,0.6429,0.5556,8,34389000,0.81,34110000,2.9,8,0.1128,0
U2754,Gia dụng,19,Nữ,Hải Phòng,11,4,2,8,31,0.3636,0.5,5,1182000,19.51,951000,3.3,8,0.0945,1
U2754,Thể thao,19,Nữ,Hải Phòng,28,16,3,20,74,0.5714,0.1875,3,2340000,13.91,2014000,4.1,8,0.2256,1
U2755,Pet care,24,Nam,Hà Nội,6,3,3,5,22,0.5,1.0,6,87000,6.82,81000,3.3,4,0.2933,1
U2755,Làm đẹp,24,Nam,Hà Nội,4,2,2,4,14,0.5,1.0,4,1083000,17.95,888000,2.3,4,0.1867,0
U2755,Gaming,24,Nam,Hà Nội,6,2,1,5,21,0.3333,0.5,3,7072000,8.65,6460000,5.0,4,0.28,1
